"scheme_name","source_sheet","unit_label","meter_label","linked_unit_label","meter_type","provisional_meter_key","prepaid","pq_factor","latest_reading_date","latest_reading"
"Vilino Glen","Vilino Glen","VG 07","VG 07","VG 07","UNIT","VG_07","1","2,382403","2026/01/31","17349"
"Vilino Glen","Vilino Glen","VG 08A","VG 08A","VG 08A","UNIT","VG_08A","1","2,382403","2026/01/31","10284"
"Vilino Glen","Vilino Glen","VG 09","VG 09","VG 09","UNIT","VG_09","1","2,382403","2026/01/31","17759"
"Vilino Glen","Vilino Glen","VG 10","VG 10","VG 10","UNIT","VG_10","1","2,382403","2026/01/31","10792"
"Vilino Glen","Vilino Glen","VG 11","VG 11","VG 11","UNIT","VG_11","1","2,382403","2026/01/31","15325"
"Vilino Glen","Vilino Glen","VG 12","VG 12","VG 12","UNIT","VG_12","1","2,382297","2026/01/31","13477"
"Vilino Glen","Vilino Glen","VG 13","VG 13","VG 13","UNIT","VG_13","1","2,382297","2026/01/31","15969"
"Vilino Glen","Vilino Glen","VG 14A","VG 14A","VG 14A","UNIT","VG_14A","1","2,382297","2026/01/31","17875"
"Vilino Glen","Vilino Glen","VG 15","VG 15","VG 15","UNIT","VG_15","1","2,382297","2026/01/31","26953"
"Vilino Glen","Vilino Glen","VG 16","VG 16","VG 16","UNIT","VG_16","1","2,382297","2026/01/31","11795"
"Vilino Glen","Vilino Glen","VG 17","VG 17","VG 17","UNIT","VG_17","1","2,382297","2026/01/31","6191"
"Vilino Glen","Vilino Glen","VG 18","VG 18","VG 18","UNIT","VG_18","1","2,382297","2026/01/31","18019"
"Vilino Glen","Vilino Glen","VG 19 A","VG 19 A","VG 19 A","UNIT","VG_19_A","1","2,382297","2026/01/31","7407"
"Vilino Glen","Vilino Glen","VG 20A","VG 20A","VG 20A","UNIT","VG_20A","1","2,382297","2026/01/31","8732"
"Vilino Glen","Vilino Glen","VG 21","VG 21","VG 21","UNIT","VG_21","1","2,382297","2026/01/31","8700"
"Vilino Glen","Vilino Glen","VG 22","VG 22","VG 22","UNIT","VG_22","1","3,922106","2026/01/31","23046"
"Vilino Glen","Vilino Glen","VG 23","VG 23","VG 23","UNIT","VG_23","1","3,980191","2026/01/31","6242"
"Vilino Glen","Vilino Glen","VG 24","VG 24","VG 24","UNIT","VG_24","1","2,382297","2026/01/31","17786"
"Vilino Glen","Vilino Glen","VG 25","VG 25","VG 25","UNIT","VG_25","1","3,021503","2026/01/31","13996"
"Vilino Glen","Vilino Glen","VG 26","VG 26","VG 26","UNIT","VG_26","1","3,021503","2026/01/31","9845"
"Vilino Glen","Vilino Glen","VG 27","VG 27","VG 27","UNIT","VG_27","1","2,382297","2026/01/31","16022"
"Vilino Glen","Vilino Glen","VG 28","VG 28","VG 28","UNIT","VG_28","1","3,021503","2026/01/31","13394"
"Vilino Glen","Vilino Glen","VG 29","VG 29","VG 29","UNIT","VG_29","1","2,382297","2026/01/31","18649"
"Vilino Glen","Vilino Glen","VG 30","VG 30","VG 30","UNIT","VG_30","1","2,382297","2026/01/31","9644"
"Vilino Glen","Vilino Glen","VG 31","VG 31","VG 31","UNIT","VG_31","1","2,382297","2026/01/31","10574"
"Vilino Glen","Vilino Glen","VG 32","VG 32","VG 32","UNIT","VG_32","1","3,922106","2026/01/31","18200"
"Vilino Glen","Vilino Glen","VG 33","VG 33","VG 33","UNIT","VG_33","1","3,021503","2026/01/31","21598"
"Vilino Glen","Vilino Glen","VG 34","VG 34","VG 34","UNIT","VG_34","1","2,382297","2026/01/31","14894"
"Vilino Glen","Vilino Glen","VG 35","VG 35","VG 35","UNIT","VG_35","1","3,951209","2026/01/31","18076"
"Vilino Glen","Vilino Glen","VG 36","VG 36","VG 36","UNIT","VG_36","1","3,050591","2026/01/31","10002"
"Vilino Glen","Vilino Glen","VG 37","VG 37","VG 37","UNIT","VG_37","1","2,382297","2026/01/31","13508"
"Vilino Glen","Vilino Glen","VG 38","VG 38","VG 38","UNIT","VG_38","1","2,382297","2026/01/31","15354"
"Vilino Glen","Vilino Glen","** Gate","** Gate",,"COMMON","Gate","",,"2026/01/31","0"
"Vilino Glen","Vilino Glen","Bulk 1","Bulk 1",,"BULK","Bulk_1","",,"2026/01/31","95534"
"Hazelmere","Hazelmere","HM 01","HM 01","HM 01","UNIT","HM_01","","1,059716454246026","2026/03/03","42067"
"Hazelmere","Hazelmere","HM 02","HM 02","HM 02","UNIT","HM_02","","1,675497637118717","2026/03/03","17912"
"Hazelmere","Hazelmere","HM 03","HM 03","HM 03","UNIT","HM_03","","1,675497637118717","2026/03/03","39375"
"Hazelmere","Hazelmere","HM 04","HM 04","HM 04","UNIT","HM_04","","1,059716454246026","2026/03/03","87793"
"Hazelmere","Hazelmere","HM 05","HM 05","HM 05","UNIT","HM_05","","1,675497637118717","2026/03/03","10730"
"Hazelmere","Hazelmere","HM 06","HM 06","HM 06","UNIT","HM_06","","1,8330230559931262","2026/03/03","74423"
"Hazelmere","Hazelmere","HM 07","HM 07","HM 07","UNIT","HM_07","","1,675497637118717","2026/03/03","28458"
"Hazelmere","Hazelmere","HM 08","HM 08","HM 08","UNIT","HM_08","","1,0310754689961334","2026/03/03","75651"
"Hazelmere","Hazelmere","HM 09","HM 09","HM 09","UNIT","HM_09","","1,2745238436202206","2026/03/03","86382"
"Hazelmere","Hazelmere","HM 10","HM 10","HM 10","UNIT","HM_10","","1,7900615781182874","2026/03/03","36602"
"Hazelmere","Hazelmere","HM 11","HM 11","HM 11","UNIT","HM_11","","1,059716454246026","2026/03/03","15588"
"Hazelmere","Hazelmere","HM 12","HM 12","HM 12","UNIT","HM_12","","1,059716454246026","2026/03/03","98388"
"Hazelmere","Hazelmere","HM 13","HM 13","HM 13","UNIT","HM_13","","1,059716454246026","2026/03/03","10121"
"Hazelmere","Hazelmere","HM 14","HM 14","HM 14","UNIT","HM_14","","1,8330230559931262","2026/03/03","27818"
"Hazelmere","Hazelmere","HM 15A","HM 15A","HM 15A","UNIT","HM_15A","","1,675497637118717","2026/03/03","46044"
"Hazelmere","Hazelmere","HM 16","HM 16","HM 16","UNIT","HM_16","","1,059716454246026","2026/03/03","96029"
"Hazelmere","Hazelmere","HM 17","HM 17","HM 17","UNIT","HM_17","","1,6611771444937706","2026/03/03","16573"
"Hazelmere","Hazelmere","HM 18","HM 18","HM 18","UNIT","HM_18","","1,6611771444937706","2026/03/03","80994"
"Hazelmere","Hazelmere","HM 19","HM 19","HM 19","UNIT","HM_19","","1,6611771444937706","2026/03/03","72352"
"Hazelmere","Hazelmere","HM 20","HM 20","HM 20","UNIT","HM_20","","1,059716454246026","2026/03/03","97658"
"Hazelmere","Hazelmere","HM 21","HM 21","HM 21","UNIT","HM_21","","1,059716454246026","2026/03/03","13768"
"Hazelmere","Hazelmere","HM 22","HM 22","HM 22","UNIT","HM_22","","1,675497637118717","2026/03/03","84896"
"Hazelmere","Hazelmere","HM 23","HM 23","HM 23","UNIT","HM_23","","1,675497637118717","2026/03/03","59746"
"Hazelmere","Hazelmere","HM 24","HM 24","HM 24","UNIT","HM_24","","1,81870256336818","2026/03/03","72156"
"Hazelmere","Hazelmere","HM 25","HM 25","HM 25","UNIT","HM_25","","1,675497637118717","2026/03/03","56899"
"Hazelmere","Hazelmere","HM 26","HM 26","HM 26","UNIT","HM_26","","1,0310754689961334","2026/03/03","19679"
"Hazelmere","Hazelmere","HM 27","HM 27","HM 27","UNIT","HM_27","","1,675497637118717","2026/03/03","42785"
"Hazelmere","Hazelmere","HM 28","HM 28","HM 28","UNIT","HM_28","","1,675497637118717","2026/03/03","7182"
"Hazelmere","Hazelmere","HM 29","HM 29","HM 29","UNIT","HM_29","","1,059716454246026","2026/03/03","42343"
"Hazelmere","Hazelmere","HM 30A","HM 30A","HM 30A","UNIT","HM_30A","","1,675497637118717","2026/03/03","88228"
"Hazelmere","Hazelmere","HM 31","HM 31","HM 31","UNIT","HM_31","","1,675497637118717","2026/03/03","88818"
"Hazelmere","Hazelmere","HM 32","HM 32","HM 32","UNIT","HM_32","","1,288844336245167","2026/03/03","43309"
"Hazelmere","Hazelmere","HM 33","HM 33","HM 33","UNIT","HM_33","","1,059716454246026","2026/03/03","48182"
"Hazelmere","Hazelmere","HM 34","HM 34","HM 34","UNIT","HM_34","","1,4320492624946297","2026/03/03","72397"
"Hazelmere","Hazelmere","HM 35A","HM 35A","HM 35A","UNIT","HM_35A","","1,059716454246026","2026/03/03","8376"
"Hazelmere","Hazelmere","HM 36A","HM 36A","HM 36A","UNIT","HM_36A","","0,9308320206215094","2026/03/03","26259"
"Hazelmere","Hazelmere","HM 37","HM 37","HM 37","UNIT","HM_37","","1,059716454246026","2026/03/03","67733"
"Hazelmere","Hazelmere","HM 38","HM 38","HM 38","UNIT","HM_38","","1,059716454246026","2026/03/03","58803"
"Hazelmere","Hazelmere","HM 39","HM 39","HM 39","UNIT","HM_39","","1,059716454246026","2026/03/03","22942"
"Hazelmere","Hazelmere","HM 40A","HM 40A","HM 40A","UNIT","HM_40A","","2,1480738937419446","2026/03/03","36253"
"Hazelmere","Hazelmere","HM 41","HM 41","HM 41","UNIT","HM_41","","1,675497637118717","2026/03/03","37920"
"Hazelmere","Hazelmere","HM 42","HM 42","HM 42","UNIT","HM_42","","1,2602033509952741","2026/03/03","35881"
"Hazelmere","Hazelmere","HM 43","HM 43","HM 43","UNIT","HM_43","","1,2602033509952741","2026/03/03","9263"
"Hazelmere","Hazelmere","HM 44","HM 44","HM 44","UNIT","HM_44","","2,1910353716167834","2026/03/03","0"
"Hazelmere","Hazelmere","HM 45","HM 45","HM 45","UNIT","HM_45","","1,675497637118717","2026/03/03","8891"
"Hazelmere","Hazelmere","HM 46","HM 46","HM 46","UNIT","HM_46","","1,059716454246026","2026/03/03","3274"
"Hazelmere","Hazelmere","HM 47","HM 47","HM 47","UNIT","HM_47","","1,059716454246026","2026/03/03","24714"
"Hazelmere","Hazelmere","HM 48","HM 48","HM 48","UNIT","HM_48","","1,059716454246026","2026/03/03","9345"
"Hazelmere","Hazelmere","HM 49","HM 49","HM 49","UNIT","HM_49","","2,3199198052413004","2026/03/03","42309"
"Hazelmere","Hazelmere","HM 50 A","HM 50 A","HM 50 A","UNIT","HM_50_A","","1,288844336245167","2026/03/03","22184"
"Hazelmere","Hazelmere","HM 51","HM 51","HM 51","UNIT","HM_51","","2,448804238865817","2026/03/03","15987"
"Hazelmere","Hazelmere","HM 52","HM 52","HM 52","UNIT","HM_52","","1,732779607618502","2026/03/03","12861"
"Hazelmere","Hazelmere","HM 53","HM 53","HM 53","UNIT","HM_53","","1,0883574394959186","2026/03/03","63730"
"Hazelmere","Hazelmere","** HM 17","** HM 17","** HM 17","UNIT","HM_17","",,"2026/03/03","2127"
"Hazelmere","Hazelmere","** HM 51","** HM 51","** HM 51","UNIT","HM_51","",,"2026/03/03","7516"
"Hazelmere","Hazelmere","** HM 39","** HM 39","** HM 39","UNIT","HM_39","",,"2026/03/03","10272"
"Hazelmere","Hazelmere","Com Store 1","Com Store 1",,"COMMON","Com_Store_1","",,"2026/03/03","15138"
"Hazelmere","Hazelmere","Com Store 2","Com Store 2",,"COMMON","Com_Store_2","",,"2026/03/03","4425"
"Hazelmere","Hazelmere","Com Store 3","Com Store 3",,"COMMON","Com_Store_3","",,"2026/03/03","60162"
"Hazelmere","Hazelmere","Bulk 1","Bulk 1",,"BULK","Bulk_1","*160",,"2026/03/03","68"
"Hazelmere","Hazelmere","Bulk 2","Bulk 2",,"BULK","Bulk_2","*160",,"2026/03/03","5201"
"Hazelmere","Hazelmere","Bulk 3","Bulk 3",,"BULK","Bulk_3","*160",,"2026/03/03","1006"
"Hazelmere","Hazelmere","Com07 - Public","Com07 - Public","Com07 - Public","UNIT","Com07_Public","",,"2026/03/03","35100"
"Hazelmere","Hazelmere","HM 32 Garage","HM 32 Garage","HM 32 Garage","UNIT","HM_32_Garage","",,"2026/03/03","1513"
"Akasia","Akasia","AK 01 / FL 16","AK 01 / FL 16","AK 01 / FL 16","UNIT","AK_01_FL_16","",,"2024/10/01","23,37"
"Akasia","Akasia","AK 02 / FL 15","AK 02 / FL 15","AK 02 / FL 15","UNIT","AK_02_FL_15","",,"2024/10/01","29,01"
"Akasia","Akasia","AK 03 / FL 14","AK 03 / FL 14","AK 03 / FL 14","UNIT","AK_03_FL_14","",,"2024/10/01","22,18"
"Akasia","Akasia","AK 04 / FL 13","AK 04 / FL 13","AK 04 / FL 13","UNIT","AK_04_FL_13","",,"2024/10/01","44,74"
"Akasia","Akasia","AK 05 / FL 12","AK 05 / FL 12","AK 05 / FL 12","UNIT","AK_05_FL_12","",,"2024/10/01","18,3"
"Akasia","Akasia","AK 06 / FL 11","AK 06 / FL 11","AK 06 / FL 11","UNIT","AK_06_FL_11","",,"2024/10/01","26,2"
"Akasia","Akasia","AK 07 / FL 116","AK 07 / FL 116","AK 07 / FL 116","UNIT","AK_07_FL_116","",,"2024/10/01","21,29"
"Akasia","Akasia","AK 08 / FL 117","AK 08 / FL 117","AK 08 / FL 117","UNIT","AK_08_FL_117","",,"2024/10/01","26,18"
"Akasia","Akasia","AK 09 / FL 118","AK 09 / FL 118","AK 09 / FL 118","UNIT","AK_09_FL_118","",,"2024/10/01","0"
"Akasia","Akasia","AK 10 / FL 119","AK 10 / FL 119","AK 10 / FL 119","UNIT","AK_10_FL_119","",,"2024/10/01","6,75"
"Akasia","Akasia","AK 11 / FL 120","AK 11 / FL 120","AK 11 / FL 120","UNIT","AK_11_FL_120","",,"2024/10/01","2,17"
"Akasia","Akasia","AK 12 / FL 112","AK 12 / FL 112","AK 12 / FL 112","UNIT","AK_12_FL_112","",,"2024/10/01","38,07"
"Akasia","Akasia","AK 13 / FL 113","AK 13 / FL 113","AK 13 / FL 113","UNIT","AK_13_FL_113","",,"2024/10/01","9,17"
"Akasia","Akasia","AK 14 / FL 114","AK 14 / FL 114","AK 14 / FL 114","UNIT","AK_14_FL_114","",,"2024/10/01","11,03"
"Akasia","Akasia","AK 15 / FL 115","AK 15 / FL 115","AK 15 / FL 115","UNIT","AK_15_FL_115","",,"2024/10/01","0"
"Akasia","Akasia","AK 16 / FL 26","AK 16 / FL 26","AK 16 / FL 26","UNIT","AK_16_FL_26","",,"2024/10/01","19,69"
"Akasia","Akasia","AK 17 / FL 25","AK 17 / FL 25","AK 17 / FL 25","UNIT","AK_17_FL_25","",,"2024/10/01","10,11"
"Akasia","Akasia","AK 18 / FL 24","AK 18 / FL 24","AK 18 / FL 24","UNIT","AK_18_FL_24","",,"2024/10/01","30,37"
"Akasia","Akasia","AK 19 / FL 23","AK 19 / FL 23","AK 19 / FL 23","UNIT","AK_19_FL_23","",,"2024/10/01","11,14"
"Akasia","Akasia","AK 20 / FL 22","AK 20 / FL 22","AK 20 / FL 22","UNIT","AK_20_FL_22","",,"2024/10/01","26,02"
"Akasia","Akasia","AK 21 / FL 21","AK 21 / FL 21","AK 21 / FL 21","UNIT","AK_21_FL_21","",,"2024/10/01","15,6"
"Akasia","Akasia","AK 22 / FL 216","AK 22 / FL 216","AK 22 / FL 216","UNIT","AK_22_FL_216","",,"2024/10/01","26,56"
"Akasia","Akasia","AK 23 / FL 217","AK 23 / FL 217","AK 23 / FL 217","UNIT","AK_23_FL_217","",,"2024/10/01","31,36"
"Akasia","Akasia","AK 24 / FL 218","AK 24 / FL 218","AK 24 / FL 218","UNIT","AK_24_FL_218","",,"2024/10/01","24,54"
"Akasia","Akasia","AK 25 / FL 219","AK 25 / FL 219","AK 25 / FL 219","UNIT","AK_25_FL_219","",,"2024/10/01","0"
"Akasia","Akasia","AK 26 / FL 220","AK 26 / FL 220","AK 26 / FL 220","UNIT","AK_26_FL_220","",,"2024/10/01","11,1"
"Akasia","Akasia","AK 27 / FL 212","AK 27 / FL 212","AK 27 / FL 212","UNIT","AK_27_FL_212","",,"2024/10/01","25,18"
"Akasia","Akasia","AK 28 / FL 213","AK 28 / FL 213","AK 28 / FL 213","UNIT","AK_28_FL_213","",,"2024/10/01","58,81"
"Akasia","Akasia","AK 29 / FL 214","AK 29 / FL 214","AK 29 / FL 214","UNIT","AK_29_FL_214","",,"2024/10/01","8,56"
"Akasia","Akasia","AK 30 / FL 215","AK 30 / FL 215","AK 30 / FL 215","UNIT","AK_30_FL_215","",,"2024/10/01","29,84"
"Akasia","Akasia","AK 31 / FL 36","AK 31 / FL 36","AK 31 / FL 36","UNIT","AK_31_FL_36","",,"2024/10/01","38,1"
"Akasia","Akasia","AK 32 / FL 35","AK 32 / FL 35","AK 32 / FL 35","UNIT","AK_32_FL_35","",,"2024/10/01","0"
"Akasia","Akasia","AK 33 FL 34","AK 33 FL 34","AK 33 FL 34","UNIT","AK_33_FL_34","",,"2024/10/01","25,22"
"Akasia","Akasia","AK 34 / FL 33","AK 34 / FL 33","AK 34 / FL 33","UNIT","AK_34_FL_33","",,"2024/10/01","46,95"
"Akasia","Akasia","AK 35 / FL 32","AK 35 / FL 32","AK 35 / FL 32","UNIT","AK_35_FL_32","",,"2024/10/01","15,82"
"Akasia","Akasia","AK 36 / FL 31","AK 36 / FL 31","AK 36 / FL 31","UNIT","AK_36_FL_31","",,"2024/10/01","38,6"
"Akasia","Akasia","AK 37 / FL 316","AK 37 / FL 316","AK 37 / FL 316","UNIT","AK_37_FL_316","",,"2024/10/01","4,01"
"Akasia","Akasia","AK 38 / FL 317","AK 38 / FL 317","AK 38 / FL 317","UNIT","AK_38_FL_317","",,"2024/10/01","20,61"
"Akasia","Akasia","AK 39 / FL 318","AK 39 / FL 318","AK 39 / FL 318","UNIT","AK_39_FL_318","",,"2024/10/01","67,18"
"Akasia","Akasia","AK 40 / FL 319","AK 40 / FL 319","AK 40 / FL 319","UNIT","AK_40_FL_319","",,"2024/10/01","5,64"
"Akasia","Akasia","AK 41 / FL 320","AK 41 / FL 320","AK 41 / FL 320","UNIT","AK_41_FL_320","",,"2024/10/01","38,18"
"Akasia","Akasia","AK 42 / FL 312","AK 42 / FL 312","AK 42 / FL 312","UNIT","AK_42_FL_312","",,"2024/10/01","23,33"
"Akasia","Akasia","AK 43 / FL 313","AK 43 / FL 313","AK 43 / FL 313","UNIT","AK_43_FL_313","",,"2024/10/01","9,32"
"Akasia","Akasia","AK 44 / FL 314","AK 44 / FL 314","AK 44 / FL 314","UNIT","AK_44_FL_314","",,"2024/10/01","32,64"
"Akasia","Akasia","AK 45 / FL 315","AK 45 / FL 315","AK 45 / FL 315","UNIT","AK_45_FL_315","",,"2024/10/01","25,32"
"Akasia","Akasia","AK 46 / FL 46","AK 46 / FL 46","AK 46 / FL 46","UNIT","AK_46_FL_46","",,"2024/10/01","10,6"
"Akasia","Akasia","AK 47 / FL 45","AK 47 / FL 45","AK 47 / FL 45","UNIT","AK_47_FL_45","",,"2024/10/01","110,2"
"Akasia","Akasia","AK 48 / FL 44","AK 48 / FL 44","AK 48 / FL 44","UNIT","AK_48_FL_44","",,"2024/10/01","0"
"Akasia","Akasia","AK 49 / FL 43","AK 49 / FL 43","AK 49 / FL 43","UNIT","AK_49_FL_43","",,"2024/10/01","7,94"
"Akasia","Akasia","AK 50 / FL 42","AK 50 / FL 42","AK 50 / FL 42","UNIT","AK_50_FL_42","",,"2024/10/01","24,34"
"Akasia","Akasia","AK 51 / FL 41","AK 51 / FL 41","AK 51 / FL 41","UNIT","AK_51_FL_41","",,"2024/10/01","96,35"
"Akasia","Akasia","AK 52 / FL 416","AK 52 / FL 416","AK 52 / FL 416","UNIT","AK_52_FL_416","",,"2024/10/01","0"
"Akasia","Akasia","AK 53 / FL 417","AK 53 / FL 417","AK 53 / FL 417","UNIT","AK_53_FL_417","",,"2024/10/01","52,61"
"Akasia","Akasia","AK 54 / FL 418","AK 54 / FL 418","AK 54 / FL 418","UNIT","AK_54_FL_418","",,"2024/10/01","13,15"
"Akasia","Akasia","AK 55 / FL 419","AK 55 / FL 419","AK 55 / FL 419","UNIT","AK_55_FL_419","",,"2024/10/01","6,34"
"Akasia","Akasia","AK 56 / FL 420","AK 56 / FL 420","AK 56 / FL 420","UNIT","AK_56_FL_420","",,"2024/10/01","20,2"
"Akasia","Akasia","AK 57 / FL 412","AK 57 / FL 412","AK 57 / FL 412","UNIT","AK_57_FL_412","",,"2024/10/01","23,18"
"Akasia","Akasia","AK 58 / FL 413","AK 58 / FL 413","AK 58 / FL 413","UNIT","AK_58_FL_413","",,"2024/10/01","48,07"
"Akasia","Akasia","AK 59 / FL 414","AK 59 / FL 414","AK 59 / FL 414","UNIT","AK_59_FL_414","",,"2024/10/01","0"
"Akasia","Akasia","AK 60 / FL 415","AK 60 / FL 415","AK 60 / FL 415","UNIT","AK_60_FL_415","",,"2024/10/01","0"
"Akasia","Akasia","AK 61 / FL 56","AK 61 / FL 56","AK 61 / FL 56","UNIT","AK_61_FL_56","",,"2024/10/01","9,3"
"Akasia","Akasia","AK 62 / FL 55","AK 62 / FL 55","AK 62 / FL 55","UNIT","AK_62_FL_55","",,"2024/10/01","36,1"
"Akasia","Akasia","AK 63 / FL 54","AK 63 / FL 54","AK 63 / FL 54","UNIT","AK_63_FL_54","",,"2024/10/01","13,1"
"Akasia","Akasia","AK 64 / FL 53","AK 64 / FL 53","AK 64 / FL 53","UNIT","AK_64_FL_53","",,"2024/10/01","92,41"
"Akasia","Akasia","AK 65 / FL 52","AK 65 / FL 52","AK 65 / FL 52","UNIT","AK_65_FL_52","",,"2024/10/01","10,1"
"Akasia","Akasia","AK 66 / FL 51","AK 66 / FL 51","AK 66 / FL 51","UNIT","AK_66_FL_51","",,"2024/10/01","34,46"
"Akasia","Akasia","AK 67 / FL 516","AK 67 / FL 516","AK 67 / FL 516","UNIT","AK_67_FL_516","",,"2024/10/01","26,73"
"Akasia","Akasia","AK 68 / FL 517","AK 68 / FL 517","AK 68 / FL 517","UNIT","AK_68_FL_517","",,"2024/10/01","65,26"
"Akasia","Akasia","AK 69 / FL 518","AK 69 / FL 518","AK 69 / FL 518","UNIT","AK_69_FL_518","",,"2024/10/01","104,08"
"Akasia","Akasia","AK 70 / FL 519","AK 70 / FL 519","AK 70 / FL 519","UNIT","AK_70_FL_519","",,"2024/10/01","9,07"
"Akasia","Akasia","AK 71 / FL 520","AK 71 / FL 520","AK 71 / FL 520","UNIT","AK_71_FL_520","",,"2024/10/01","55,31"
"Akasia","Akasia","AK 72 / FL 512","AK 72 / FL 512","AK 72 / FL 512","UNIT","AK_72_FL_512","",,"2024/10/01","22,01"
"Akasia","Akasia","AK 73 / FL 513","AK 73 / FL 513","AK 73 / FL 513","UNIT","AK_73_FL_513","",,"2024/10/01","29,57"
"Akasia","Akasia","AK 74 / FL 514","AK 74 / FL 514","AK 74 / FL 514","UNIT","AK_74_FL_514","",,"2024/10/01","31,59"
"Akasia","Akasia","AK 75 / FL 515","AK 75 / FL 515","AK 75 / FL 515","UNIT","AK_75_FL_515","",,"2024/10/01","17,49"
"Akasia","Akasia","AK 76 / FL 66","AK 76 / FL 66","AK 76 / FL 66","UNIT","AK_76_FL_66","",,"2024/10/01","26,72"
"Akasia","Akasia","AK 77 / FL 65","AK 77 / FL 65","AK 77 / FL 65","UNIT","AK_77_FL_65","",,"2024/10/01","11,03"
"Akasia","Akasia","AK 78 / FL 64","AK 78 / FL 64","AK 78 / FL 64","UNIT","AK_78_FL_64","",,"2024/10/01","9,1"
"Akasia","Akasia","AK 79 / FL 63","AK 79 / FL 63","AK 79 / FL 63","UNIT","AK_79_FL_63","",,"2024/10/01","39,72"
"Akasia","Akasia","AK 80A / FL 62","AK 80A / FL 62","AK 80A / FL 62","UNIT","AK_80A_FL_62","",,"2024/10/01","0"
"Akasia","Akasia","AK 80B / FL 61","AK 80B / FL 61","AK 80B / FL 61","UNIT","AK_80B_FL_61","",,"2024/10/01","0"
"Akasia","Akasia","AK 81 / FL 616","AK 81 / FL 616","AK 81 / FL 616","UNIT","AK_81_FL_616","",,"2024/10/01","4,32"
"Akasia","Akasia","AK 82 / FL 617","AK 82 / FL 617","AK 82 / FL 617","UNIT","AK_82_FL_617","",,"2024/10/01","27,68"
"Akasia","Akasia","AK 83 / FL 618","AK 83 / FL 618","AK 83 / FL 618","UNIT","AK_83_FL_618","",,"2024/10/01","19,38"
"Akasia","Akasia","AK 84 / FL 619","AK 84 / FL 619","AK 84 / FL 619","UNIT","AK_84_FL_619","",,"2024/10/01","60,29"
"Akasia","Akasia","AK 85 / FL 620","AK 85 / FL 620","AK 85 / FL 620","UNIT","AK_85_FL_620","",,"2024/10/01","41,11"
"Akasia","Akasia","AK 86 / FL 612","AK 86 / FL 612","AK 86 / FL 612","UNIT","AK_86_FL_612","",,"2024/10/01","31,64"
"Akasia","Akasia","AK 87 / FL 613","AK 87 / FL 613","AK 87 / FL 613","UNIT","AK_87_FL_613","",,"2024/10/01","21,31"
"Akasia","Akasia","AK 88 / FL 614","AK 88 / FL 614","AK 88 / FL 614","UNIT","AK_88_FL_614","",,"2024/10/01","18,34"
"Akasia","Akasia","AK 89 / FL 615","AK 89 / FL 615","AK 89 / FL 615","UNIT","AK_89_FL_615","",,"2024/10/01","11,01"
"Phanda Lodge","Phanda Lodge","PH 01","PH 01","PH 01","UNIT","PH_01","",,"2026/03/03","1444"
"Phanda Lodge","Phanda Lodge","PH 02","PH 02","PH 02","UNIT","PH_02","",,"2026/03/03","3479"
"Phanda Lodge","Phanda Lodge","PH 03","PH 03","PH 03","UNIT","PH_03","",,"2026/03/03","1891"
"Phanda Lodge","Phanda Lodge","PH 04","PH 04","PH 04","UNIT","PH_04","",,"2026/03/03","751"
"Phanda Lodge","Phanda Lodge","PH 05","PH 05","PH 05","UNIT","PH_05","",,"2026/03/03","3216"
"Phanda Lodge","Phanda Lodge","PH 06","PH 06","PH 06","UNIT","PH_06","",,"2026/03/03","711"
"Phanda Lodge","Phanda Lodge","PH 07","PH 07","PH 07","UNIT","PH_07","",,"2026/03/03","1116"
"Phanda Lodge","Phanda Lodge","PH 08","PH 08","PH 08","UNIT","PH_08","",,"2026/03/03","36"
"Phanda Lodge","Phanda Lodge","PH 09","PH 09","PH 09","UNIT","PH_09","",,"2026/03/03","1936"
"Phanda Lodge","Phanda Lodge","PH 10","PH 10","PH 10","UNIT","PH_10","",,"2026/03/03","3628"
"Phanda Lodge","Phanda Lodge","PH 11","PH 11","PH 11","UNIT","PH_11","",,"2026/03/03","1692"
"Phanda Lodge","Phanda Lodge","PH 12","PH 12","PH 12","UNIT","PH_12","",,"2026/03/03","2353"
"Phanda Lodge","Phanda Lodge","PH 13","PH 13","PH 13","UNIT","PH_13","",,"2026/03/03","2296"
"Phanda Lodge","Phanda Lodge","PH 14","PH 14","PH 14","UNIT","PH_14","",,"2026/03/03","2244"
"Phanda Lodge","Phanda Lodge","PH 15","PH 15","PH 15","UNIT","PH_15","",,"2026/03/03","2607"
"Phanda Lodge","Phanda Lodge","PH 16","PH 16","PH 16","UNIT","PH_16","",,"2026/03/03","4114"
"Phanda Lodge","Phanda Lodge","PH 17","PH 17","PH 17","UNIT","PH_17","",,"2026/03/03","292"
"Phanda Lodge","Phanda Lodge","PH 18","PH 18","PH 18","UNIT","PH_18","",,"2026/03/03","2993"
"Phanda Lodge","Phanda Lodge","PH 19","PH 19","PH 19","UNIT","PH_19","",,"2026/03/03","2236"
"Phanda Lodge","Phanda Lodge","PH 20","PH 20","PH 20","UNIT","PH_20","",,"2026/03/03","2927"
"Phanda Lodge","Phanda Lodge","PH 21","PH 21","PH 21","UNIT","PH_21","",,"2026/03/03","60"
"Phanda Lodge","Phanda Lodge","PH 22","PH 22","PH 22","UNIT","PH_22","",,"2026/03/03","1561"
"Phanda Lodge","Phanda Lodge","PH 23","PH 23","PH 23","UNIT","PH_23","",,"2026/03/03","285"
